nLP = 2;
nCTM = 1;
nCT = 11;
c = [
[1E+08, 178.8, 149.9, 186.2, 103.5, 199.8, 118.8, 146.5, 127.6, 190.7, 187.8, 141.6, 112.6, 178.8, 0],
[178.8, 1E+08, 122.9, 171.1, 104.7, 184.9, 186.6, 131.5, 146, 107.3, 194.6, 189.3, 143.3, 0, 178.8],
[149.9, 122.9, 1E+08, 131.4, 120.6, 164.4, 182.2, 191.7, 192.2, 188.7, 197.6, 153.7, 150.2, 122.9, 149.9],
[186.2, 171.1, 131.4, 1E+08, 121.1, 161.5, 123.5, 125.5, 124.9, 157.9, 140.1, 190.6, 101.1, 171.1, 186.2],
[103.5, 104.7, 120.6, 121.1, 1E+08, 136, 194.2, 112.7, 138.9, 100.8, 171.5, 155.3, 196.9, 104.7, 103.5],
[199.8, 184.9, 164.4, 161.5, 136, 1E+08, 142, 115.1, 107.1, 126.4, 105.6, 149.9, 120.4, 184.9, 199.8],
[118.8, 186.6, 182.2, 123.5, 194.2, 142, 1E+08, 169.2, 120.8, 150.1, 154.7, 165.5, 170.1, 186.6, 118.8],
[146.5, 131.5, 191.7, 125.5, 112.7, 115.1, 169.2, 1E+08, 169.6, 131.5, 103.2, 171.8, 175.7, 131.5, 146.5],
[127.6, 146, 192.2, 124.9, 138.9, 107.1, 120.8, 169.6, 1E+08, 128.4, 188, 179, 153.3, 146, 127.6],
[190.7, 107.3, 188.7, 157.9, 100.8, 126.4, 150.1, 131.5, 128.4, 1E+08, 198.3, 153.3, 194.4, 107.3, 190.7],
[187.8, 194.6, 197.6, 140.1, 171.5, 105.6, 154.7, 103.2, 188, 198.3, 1E+08, 146.4, 116.5, 194.6, 187.8],
[141.6, 189.3, 153.7, 190.6, 155.3, 149.9, 165.5, 171.8, 179, 153.3, 146.4, 1E+08, 107.9, 189.3, 141.6],
[112.6, 143.3, 150.2, 101.1, 196.9, 120.4, 170.1, 175.7, 153.3, 194.4, 116.5, 107.9, 1E+08, 143.3, 112.6],
[178.8, 0, 122.9, 171.1, 104.7, 184.9, 186.6, 131.5, 146, 107.3, 194.6, 189.3, 143.3, 1E+08, 178.8],
[0, 178.8, 149.9, 186.2, 103.5, 199.8, 118.8, 146.5, 127.6, 190.7, 187.8, 141.6, 112.6, 178.8, 1E+08]
];
t = [
[1E+08, 31.6, 25.2, 24.5, 49.8, 26.5, 36.5, 48.6, 37.9, 53.6, 47.9, 33.4, 20.2, 31.6, 0],
[31.6, 1E+08, 41.4, 20.9, 28.4, 38.4, 39.8, 27.1, 30.3, 49.6, 54.2, 26, 49.4, 0, 31.6],
[25.2, 41.4, 1E+08, 49.5, 47.3, 27.9, 49.2, 25.5, 45.8, 39, 47.2, 56.5, 28, 41.4, 25.2],
[24.5, 20.9, 49.5, 1E+08, 24.9, 24.1, 44.7, 43.5, 33.8, 52.3, 39.5, 53.9, 23.8, 20.9, 24.5],
[49.8, 28.4, 47.3, 24.9, 1E+08, 54.6, 28.8, 45.7, 37.2, 32.2, 42, 31.1, 58.5, 28.4, 49.8],
[26.5, 38.4, 27.9, 24.1, 54.6, 1E+08, 46.6, 59.1, 50.6, 45.7, 58.7, 27.9, 34.4, 38.4, 26.5],
[36.5, 39.8, 49.2, 44.7, 28.8, 46.6, 1E+08, 44.9, 52.8, 25.9, 49.8, 34.9, 23.1, 39.8, 36.5],
[48.6, 27.1, 25.5, 43.5, 45.7, 59.1, 44.9, 1E+08, 40.4, 33.6, 29.9, 34, 46.1, 27.1, 48.6],
[37.9, 30.3, 45.8, 33.8, 37.2, 50.6, 52.8, 40.4, 1E+08, 33.3, 40.4, 39.9, 28.6, 30.3, 37.9],
[53.6, 49.6, 39, 52.3, 32.2, 45.7, 25.9, 33.6, 33.3, 1E+08, 45.4, 29.5, 22.1, 49.6, 53.6],
[47.9, 54.2, 47.2, 39.5, 42, 58.7, 49.8, 29.9, 40.4, 45.4, 1E+08, 25, 54.1, 54.2, 47.9],
[33.4, 26, 56.5, 53.9, 31.1, 27.9, 34.9, 34, 39.9, 29.5, 25, 1E+08, 44.4, 26, 33.4],
[20.2, 49.4, 28, 23.8, 58.5, 34.4, 23.1, 46.1, 28.6, 22.1, 54.1, 44.4, 1E+08, 49.4, 20.2],
[31.6, 0, 41.4, 20.9, 28.4, 38.4, 39.8, 27.1, 30.3, 49.6, 54.2, 26, 49.4, 1E+08, 31.6],
[0, 31.6, 25.2, 24.5, 49.8, 26.5, 36.5, 48.6, 37.9, 53.6, 47.9, 33.4, 20.2, 31.6, 1E+08]
];
q = 10;
tc = [30];
d = [0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0];
p = [0, 0, 5533.8, 5525.5, 5524, 5525.9, 5521.4, 5523.8, 5526.3, 5531.6, 5526.7, 5526.8, 5532.4, 0, 0];
a = [0, 0, 699, 784.2, 1012.3, 665.8, 764.2, 1034.7, 423.1, 946.1, 1064.4, 767.1, 624, 0, 0];
b = [1455, 1455, 714, 799.2, 1027.3, 680.8, 779.2, 1049.7, 438.1, 961.1, 1079.4, 782.1, 639, 1455, 1455];
sd = [2];
cfr = [0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0];
M = 2000;
MjobShop = 2000;
